iter	Logloss
271	0.4108727612
272	0.4107461557
273	0.4106724043
274	0.410563096
275	0.4105049233
276	0.4103545085
277	0.4101929736
278	0.4100728987
279	0.4100215589
280	0.4099060558
281	0.4097846315
282	0.4097182574
283	0.4096233375
284	0.4095341829
285	0.4094227137
286	0.4093764983
287	0.409325824
288	0.4092325071
289	0.4091847834
290	0.4091200247
291	0.4090181731
292	0.4089435895
293	0.4088521641
294	0.4087684331
295	0.4086357523
296	0.4085863957
297	0.4085284774
298	0.4084239849
299	0.4083496019
300	0.4082657987
301	0.4081396857
302	0.4079647344
303	0.4077688769
304	0.4076578274
305	0.4075876294
306	0.4075004459
307	0.4073888143
308	0.4073088509
309	0.4071949093
310	0.4070892441
311	0.407023794
312	0.4069004971
313	0.406810385
314	0.4067456632
315	0.4066810132
316	0.4066277575
317	0.4065417144
318	0.406420861
319	0.406334279
320	0.4062725202
321	0.4061767707
322	0.406039309
323	0.4059433019
324	0.4058416158
325	0.4057588683
326	0.4057006044
327	0.4055584802
328	0.4054530592
329	0.405337812
330	0.4053021496
331	0.4051560073
332	0.4050607683
333	0.4049944809
334	0.4049138147
335	0.4048355297
336	0.4046839237
337	0.4045669062
338	0.4044893198
339	0.4044194256
340	0.404265296
341	0.4041613432
342	0.4040574436
343	0.4038898414
344	0.4037833322
345	0.4037815267
346	0.4037142887
347	0.4036087548
348	0.4035107998
349	0.403420943
350	0.4033474089
351	0.403205839
352	0.4030995191
353	0.4030436586
354	0.4029055775
355	0.4027684399
356	0.4026685305
357	0.4024819074
358	0.402438495
359	0.402379658
360	0.4022698884
361	0.4021327731
362	0.402002659
363	0.401913078
364	0.4018567665
365	0.4018010262
366	0.4016824427
367	0.4016137692
368	0.401424953
369	0.4013494821
370	0.4012551779
371	0.4011865134
372	0.4010678159
373	0.401010178
374	0.4008777987
375	0.4007284126
376	0.4006403528
377	0.4005845434
378	0.400496409
379	0.4003856091
380	0.4002917772
381	0.4001953634
382	0.4000823843
383	0.4000436361
384	0.3999794414
385	0.3999219414
386	0.399805596
387	0.3997606186
388	0.399657183
389	0.3995173214
390	0.3994700958
391	0.3993995906
392	0.3993186301
393	0.3992372847
394	0.3991373421
395	0.3990303506
396	0.3989766878
397	0.3988525921
398	0.3988008029
399	0.3987392604
400	0.3986445951
401	0.3985520721
402	0.3983935567
403	0.398222655
404	0.3981184515
405	0.3979514601
406	0.3978305406
407	0.3977012234
408	0.3975624713
409	0.3974649952
410	0.3973885661
411	0.3972911361
412	0.3970954187
413	0.3970144447
414	0.3969261279
415	0.3968139178
416	0.3966899085
417	0.3965976714
418	0.3964266462
419	0.3963544293
420	0.3962447362
421	0.3961284485
422	0.3960604385
423	0.3959018469
424	0.3956580305
425	0.3954971047
426	0.3954281517
427	0.3953743437
428	0.3952839581
429	0.3951974664
430	0.3951295098
431	0.3950280176
432	0.3949256279
433	0.3948600815
434	0.3947423877
435	0.3946571552
436	0.3945133161
437	0.3944414835
438	0.3943396574
439	0.3941825262
440	0.3941007734
441	0.3939826188
442	0.3938940542
443	0.3937448301
444	0.3936163829
445	0.3935399248
446	0.3933830311
447	0.3931896148
448	0.3930983197
449	0.3929935602
450	0.3929002142
451	0.3928595129
452	0.3926789065
453	0.3925051427
454	0.3924441321
455	0.3923775333
456	0.3922514453
457	0.3921907797
458	0.3921430328
459	0.3920543939
460	0.3919163219
461	0.3918612177
462	0.3918044297
463	0.3917203737
464	0.3916541209
465	0.3914960187
466	0.3914186245
467	0.3913648119
468	0.3912653746
469	0.3911667939
470	0.3910666342
471	0.3910037285
472	0.3908364075
473	0.3907355924
474	0.3905774552
475	0.3905149842
476	0.390431414
477	0.390270362
478	0.3901790704
479	0.390034224
480	0.3899574316
481	0.3898803952
482	0.3896974621
483	0.3895558614
484	0.3894770058
485	0.3894120196
486	0.3892586121
487	0.3891065716
488	0.3889665653
489	0.3888123017
490	0.3887464391
491	0.3886888578
492	0.3886312742
493	0.3885744653
494	0.3884466958
495	0.3883267371
496	0.3882333344
497	0.3880811354
498	0.3879920787
499	0.3878649248
500	0.3877143042
501	0.3875712392
502	0.3874768763
503	0.3873004098
504	0.387131361
505	0.3870262162
506	0.3869608949
507	0.3868869851
508	0.3867627252
509	0.3866433643
510	0.3865138339
511	0.3863509159
512	0.3862244306
513	0.3860616527
514	0.3859162776
515	0.3858407332
516	0.3857644514
517	0.3856587695
518	0.3855884579
519	0.3854727823
520	0.3853515228
521	0.3852343393
522	0.3850626719
523	0.3849888929
524	0.3848733089
525	0.3847557737
526	0.3846527823
527	0.3845539784
528	0.3844249619
529	0.3843168112
530	0.3841465672
531	0.3840719506
532	0.3839323981
533	0.3837678611
534	0.383659152
535	0.3836078952
536	0.38348017
537	0.3834198572
538	0.3833111733
539	0.3832216173
540	0.3830895075
541	0.3830060364
542	0.382919253
543	0.3828211538
544	0.3827275525
545	0.3826189459
546	0.3825047489
547	0.382434413
548	0.3823634221
549	0.3822435539
550	0.3821827408
551	0.3820242494
552	0.3818700279
553	0.3817353041
554	0.3816086643
555	0.3815384749
556	0.381424942
557	0.3813325633
558	0.3812864983
559	0.3811677757
560	0.3810549941
561	0.38090651
562	0.3807661068
563	0.3806424166
564	0.3805273171
565	0.3804236836
566	0.380276246
567	0.3802115274
568	0.3801065468
569	0.3800025619
570	0.3799173902
571	0.3798409987
572	0.3797704826
573	0.3796719168
574	0.379521684
575	0.3793852373
576	0.3793374622
577	0.3792839967
578	0.379247009
579	0.3791876816
580	0.3790697905
581	0.3790074872
582	0.3788803288
583	0.3788196535
584	0.3787534049
585	0.3787089938
586	0.3786365993
587	0.3785568346
588	0.3784731113
589	0.3783588626
590	0.3782703591
591	0.3781570028
592	0.3780327775
593	0.3779771324
594	0.3778728328
595	0.3777429612
596	0.3776477854
597	0.3776204067
598	0.3774826813
599	0.3773996105
600	0.3772879206
601	0.3771837668
602	0.377112524
603	0.3769723323
604	0.3768257888
605	0.3767631702
606	0.3766750219
607	0.3766357739
608	0.3765572413
609	0.3764819159
610	0.3763890865
611	0.3762270868
612	0.3761747665
613	0.3761125377
614	0.3760096636
615	0.3759360131
616	0.3758380855
617	0.375758037
618	0.3757022898
619	0.3755890423
620	0.3755219877
621	0.3754635021
622	0.3753483272
623	0.3752756572
624	0.3752160421
625	0.3751703609
626	0.3751044622
627	0.3750585939
628	0.3749724755
629	0.3748853391
630	0.3748280941
631	0.3747816197
632	0.3747113357
633	0.3746427389
634	0.3745619217
635	0.3744967685
636	0.3744578124
637	0.3743826444
638	0.3742546614
639	0.3741856452
640	0.3741277504
641	0.3740251898
642	0.3739510152
643	0.3738344724
644	0.3737030848
645	0.3736057588
646	0.3734903438
647	0.3734237462
648	0.373302273
649	0.3732016848
650	0.3730619563
651	0.3730015259
652	0.372867361
653	0.3727602833
654	0.372667917
655	0.3725797551
656	0.372491843
657	0.3723535179
658	0.3722272087
659	0.3721569105
660	0.3720288424
661	0.3720001547
662	0.3719568751
663	0.3718222751
664	0.3717522277
665	0.3716996042
666	0.3716495525
667	0.3715525943
668	0.3714670676
669	0.3713587352
670	0.3713010555
671	0.3712370478
672	0.3711338684
673	0.3710083206
674	0.3709230165
675	0.3708361567
676	0.3707755459
677	0.3707268511
678	0.3706066499
679	0.3705419654
680	0.3704739605
681	0.3704234206
682	0.3703091738
683	0.3702558968
684	0.3701527609
685	0.3701064185
686	0.3700343739
687	0.3699686519
688	0.3698436052
689	0.3697812836
690	0.3697209102
691	0.3695894784
692	0.3695402464
693	0.369445822
694	0.3693890911
695	0.3692689948
696	0.3691395841
697	0.3690368262
698	0.3689598339
699	0.3688997316
700	0.3688053075
701	0.3687600249
702	0.3686505759
703	0.3685212064
704	0.3684464325
705	0.3683937381
706	0.3683455345
707	0.3682453692
708	0.3681441497
709	0.3680976352
710	0.3680659834
711	0.3679421713
712	0.3678739966
713	0.3678188806
714	0.3677485305
715	0.3676940746
716	0.3676126595
717	0.3675403185
718	0.3674970789
719	0.3673837376
720	0.367258793
721	0.3672164902
722	0.3671037409
723	0.3670159592
724	0.3669179565
725	0.3668259372
726	0.3667428621
727	0.3666789942
728	0.3666218714
729	0.3665740869
730	0.3664246346
731	0.3662999293
732	0.3662078973
733	0.3660687983
734	0.3659956239
735	0.3659230076
736	0.3657799446
737	0.3656562601
738	0.3655745075
739	0.3654878692
740	0.3654039526
741	0.3653397089
742	0.365157401
743	0.3650074572
744	0.3648759073
745	0.3647355691
746	0.3646736944
747	0.3646231617
748	0.3645857392
749	0.3645433476
750	0.3644976571
751	0.3644566547
752	0.3643399223
753	0.3642168136
754	0.3641261543
755	0.364015122
756	0.3639060438
757	0.3638384595
758	0.3637951317
759	0.3636729648
760	0.3634973885
761	0.3633800372
762	0.3632672957
763	0.3631453716
764	0.3630745281
765	0.3630201143
766	0.3629145728
767	0.362852458
768	0.3627581291
769	0.3626983615
770	0.3625990475
771	0.3625025331
772	0.3623858466
773	0.3622771638
774	0.3621920778
775	0.3621349748
776	0.3620483125
777	0.3619979728
778	0.3619284001
779	0.3618530873
780	0.3617741983
781	0.3616891434
782	0.3616012149
783	0.3615760012
784	0.3614899937
785	0.3614660844
786	0.3614076742
787	0.3612925239
788	0.361213496
789	0.3611689028
790	0.3610713157
791	0.3610323638
792	0.3609191215
793	0.3608488301
794	0.3608058527
795	0.3606655589
796	0.360608823
797	0.3605316477
798	0.3604520727
799	0.360348291
800	0.3603027184
801	0.3601745222
802	0.3600921663
803	0.3599912725
804	0.3598895702
805	0.3597094969
806	0.3595991766
807	0.3594899683
808	0.3593976735
809	0.3592956151
810	0.3591932621
811	0.3591221152
812	0.3590612775
813	0.3589436863
814	0.3588598476
815	0.3587608567
816	0.3587405716
817	0.3586585657
818	0.3585627287
819	0.3584600644
820	0.3583773116
821	0.3583050157
822	0.358223513
823	0.3581077363
824	0.3580351935
825	0.3579606948
826	0.3578880269
827	0.3578422138
828	0.3577598462
829	0.3576824991
830	0.3576486543
831	0.3575994005
832	0.3575468773
833	0.3574659748
834	0.3573499324
835	0.3572979176
836	0.3572218808
837	0.3571894385
838	0.3571342268
839	0.3570340589
840	0.3569886203
841	0.3568527539
842	0.3567882292
843	0.3567111852
844	0.356645427
845	0.3565830802
846	0.3565471173
847	0.356467304
848	0.3564176649
849	0.3563724359
850	0.3562657095
851	0.3562011553
852	0.3561099864
853	0.3560354604
854	0.3560095879
855	0.355889981
856	0.3557959293
857	0.355721785
858	0.3556392154
859	0.3555753873
860	0.3555397917
861	0.3554653951
862	0.3553741406
863	0.3552679554
864	0.3551762461
865	0.3550718733
866	0.3550154495
867	0.3548652331
868	0.354780836
869	0.3546911249
870	0.3546300699
871	0.3545710931
872	0.3544341603
873	0.3543778684
874	0.3542523566
875	0.3541612827
876	0.3541001606
877	0.3540092949
878	0.3539118943
879	0.3538480356
880	0.3537804817
881	0.3537264844
882	0.3536684469
883	0.3535810384
884	0.3535096584
885	0.3534619465
886	0.35342021
887	0.3533624228
888	0.3532778621
889	0.3532135759
890	0.3531897013
891	0.3531286734
892	0.3530338723
893	0.3529487038
894	0.3528984179
895	0.3528545127
896	0.3527510703
897	0.3526422765
898	0.3525372003
899	0.3524564947
900	0.3523778908
901	0.3522747981
902	0.3522000864
903	0.3521285052
904	0.3520942746
905	0.3520217078
906	0.3519058622
907	0.3518444731
908	0.3517912426
909	0.3516914313
910	0.3516343458
911	0.3514941973
912	0.3514241275
913	0.3513398247
914	0.3512971685
915	0.351205417
916	0.3511552377
917	0.3510540741
918	0.3509077886
919	0.3508364405
920	0.350711867
921	0.3506286843
922	0.3505615924
923	0.3504930248
924	0.3504412407
925	0.3502686636
926	0.3501707544
927	0.3500876079
928	0.350020138
929	0.3499756163
930	0.349900334
931	0.3498292989
932	0.349775454
933	0.3496766329
934	0.3496259343
935	0.349526131
936	0.3494386864
937	0.3493982895
938	0.3493312334
939	0.3492436626
940	0.3491907919
941	0.349113812
942	0.3490471367
943	0.348931637
944	0.3488286726
945	0.3487928762
946	0.3487303867
947	0.3486679048
948	0.3485934312
949	0.3485422739
950	0.3484621972
951	0.348407708
952	0.3483443678
953	0.3483264479
954	0.3482414872
955	0.3480910969
956	0.3480281513
957	0.3479785123
958	0.3479468107
959	0.3478112929
960	0.3477604498
961	0.3476901554
962	0.3476345454
963	0.3475468439
964	0.3474807728
965	0.3474239502
966	0.3473227436
967	0.3472626046
968	0.3472019327
969	0.3471124114
970	0.3470970351
971	0.3470550337
972	0.3470054603
973	0.3469260435
974	0.3468718329
975	0.3467923794
976	0.3467370529
977	0.3466581138
978	0.346553552
979	0.3465094114
980	0.3464501757
981	0.3463914516
982	0.3463031301
983	0.3462375391
984	0.3461506119
985	0.346076664
986	0.346017961
987	0.3459502891
988	0.3459199439
989	0.3458552866
990	0.3458048004
991	0.345704846
992	0.3456091799
993	0.3455814859
994	0.3455629129
995	0.3454761337
996	0.3454137851
997	0.3453900599
998	0.345339643
999	0.3452913391
